mission_id,tick,timestamp,rpm,cht_celsius,egt_celsius,oil_pressure_bar,oil_temp_celsius,vibration,fuel_flow,battery_voltage_v,injection_timing_deg,throttle_position,altitude_m,ambient_temp_celsius,label_fault_type,label_severity
fault_cooling_degradation_0,0,1789843936.707027,0.0,25.02,25.0,0.0,25.01,0.0004,0.0,12.51,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,1,1789843937.707027,0.0,25.03,25.0,0.01,25.02,0.0003,0.0,12.55,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,2,1789843938.707027,0.0,25.02,25.0,0.01,25.04,0.0004,0.01,12.44,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,3,1789843939.707027,0.0,25.02,25.0,0.0,25.06,0.0,0.01,12.49,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,4,1789843940.707027,0.0,25.01,25.0,0.0,25.05,0.0002,0.02,12.53,0.02,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,5,1789843941.707027,0.0,25.02,25.02,0.0,25.05,0.0003,0.01,12.38,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,6,1789843942.707027,0.0,25.0,25.0,0.0,25.02,0.0,0.03,12.44,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,7,1789843943.707027,0.0,25.0,25.29,0.0,25.02,0.0003,0.02,12.45,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,8,1789843944.707027,0.0,25.0,25.34,0.0,25.02,0.0009,0.01,12.45,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,9,1789843945.707027,0.0,25.02,25.54,0.0,25.03,0.0011,0.02,12.42,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,10,1789843946.707027,0.0,25.02,26.14,0.0,25.04,0.0009,0.02,12.51,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,11,1789843947.707027,0.0,25.01,25.87,0.0,25.06,0.0005,0.02,12.44,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,12,1789843948.707027,0.0,25.0,25.04,0.0,25.05,0.0001,0.01,12.47,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,13,1789843949.707027,0.3,25.0,25.1,0.0,25.04,0.0,0.0,12.49,0.03,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,14,1789843950.707027,2.2,25.0,25.47,0.0,25.02,0.0001,0.0,12.5,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,15,1789843951.707027,2.6,25.0,25.47,0.0,25.01,0.0,0.0,12.5,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,16,1789843952.707027,3.9,25.0,25.91,0.0,25.0,0.0,0.0,12.42,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,17,1789843953.707027,5.6,25.0,25.26,0.0,25.0,0.0,0.0,12.33,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,18,1789843954.707027,3.4,25.0,25.54,0.0,25.0,0.0,0.0,12.36,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,19,1789843955.707027,3.4,25.0,25.2,0.0,25.0,0.0001,0.0,12.52,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,20,1789843956.707027,1.5,25.0,25.0,0.0,25.0,0.0,0.0,12.53,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,21,1789843957.707027,0.4,25.0,25.24,0.0,25.0,0.0,0.0,12.49,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,22,1789843958.707027,0.8,25.0,25.51,0.0,25.0,0.0,0.0,12.6,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,23,1789843959.707027,0.0,25.0,25.29,0.0,25.0,0.0,0.0,12.59,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,24,1789843960.707027,2.0,25.0,25.2,0.01,25.0,0.0,0.0,12.55,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,25,1789843961.707027,0.0,25.0,25.46,0.0,25.0,0.0005,0.0,12.5,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,26,1789843962.707027,0.0,25.0,25.0,0.0,25.0,0.0004,0.0,12.55,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,27,1789843963.707027,0.0,25.0,25.0,0.01,25.0,0.0,0.0,12.6,0.02,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_0,28,1789843964.707027,0.0,25.0,25.0,0.01,25.0,0.0,0.0,12.53,0.02,0.0,0.0,25.0,healthy,0.0
