mission_id,tick,timestamp,rpm,cht_celsius,egt_celsius,oil_pressure_bar,oil_temp_celsius,vibration,fuel_flow,battery_voltage_v,injection_timing_deg,throttle_position,altitude_m,ambient_temp_celsius,label_fault_type,label_severity
fault_sensor_drift_2,0,1789843937.2783868,0.0,25.01,25.18,0.0,25.01,0.0003,0.0,12.58,0.02,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,1,1789843938.2783868,0.0,25.01,25.0,0.0,25.01,0.0004,0.0,12.61,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,2,1789843939.2783868,0.0,25.0,25.08,0.0,25.0,0.0,0.0,12.51,0.01,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,3,1789843940.2783868,0.0,25.02,25.37,0.0,25.01,0.0,0.0,12.47,0.05,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,4,1789843941.2783868,0.0,25.0,25.37,0.0,25.0,0.0,0.0,12.46,0.03,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,5,1789843942.2783868,0.0,25.0,25.73,0.0,25.0,0.0,0.0,12.44,0.04,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,6,1789843943.2783868,0.8,25.0,25.09,0.0,25.0,0.0,0.0,12.5,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,7,1789843944.2783868,0.0,25.0,25.14,0.0,25.0,0.0001,0.0,12.63,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,8,1789843945.2783868,0.0,25.0,25.0,0.0,25.0,0.0001,0.0,12.56,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,9,1789843946.2783868,0.0,25.0,25.32,0.0,25.0,0.0,0.0,12.58,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,10,1789843947.2783868,0.0,25.0,25.66,0.0,25.01,0.0,0.0,12.54,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,11,1789843948.2783868,0.0,25.01,25.69,0.0,25.0,0.0,0.01,12.5,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,12,1789843949.2783868,1.0,25.0,25.79,0.0,25.0,0.0013,0.02,12.47,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,13,1789843950.2783868,0.8,25.01,25.59,0.0,25.0,0.0008,0.0,12.47,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,14,1789843951.2783868,0.0,25.0,25.72,0.0,25.0,0.001,0.01,12.53,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,15,1789843952.2783868,0.8,25.01,25.31,0.0,25.0,0.0001,0.0,12.51,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,16,1789843953.2783868,2.8,25.01,25.72,0.0,25.0,0.0,0.0,12.53,0.03,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,17,1789843954.2783868,2.6,25.01,25.23,0.0,25.0,0.0,0.0,12.42,0.06,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,18,1789843955.2783868,1.6,25.0,25.59,0.0,25.01,0.0001,0.0,12.52,0.02,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,19,1789843956.2783868,2.7,25.0,25.48,0.0,25.01,0.0,0.0,12.44,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,20,1789843957.2783868,0.8,25.0,25.57,0.0,25.01,0.0001,0.01,12.49,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,21,1789843958.2783868,0.7,25.01,25.65,0.0,25.01,0.0,0.01,12.46,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,22,1789843959.2783868,0.0,25.0,25.46,0.01,25.0,0.0005,0.0,12.49,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,23,1789843960.2783868,0.0,25.0,25.53,0.01,25.0,0.0007,0.0,12.46,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,24,1789843961.2783868,0.9,25.0,25.4,0.02,25.0,0.0004,0.0,12.41,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,25,1789843962.2783868,3.7,25.02,25.52,0.01,25.02,0.0009,0.01,12.44,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,26,1789843963.2783868,5.5,25.01,25.0,0.0,25.02,0.0005,0.0,12.47,0.01,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,27,1789843964.2783868,3.3,25.0,25.0,0.0,25.02,0.0,0.02,12.42,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,28,1789843965.2783868,5.5,25.0,25.0,0.0,25.02,0.0,0.01,12.42,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,29,1789843966.2783868,4.3,25.0,25.0,0.0,25.03,0.0006,0.0,12.47,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,30,1789843967.2783868,6.1,25.0,25.0,0.0,25.01,0.0002,0.0,12.43,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,31,1789843968.2783868,5.0,25.0,25.0,0.0,25.03,0.0,0.0,12.42,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,32,1789843969.2783868,6.4,25.05,25.0,0.0,25.02,0.0012,0.0,12.38,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,33,1789843970.2783868,7.6,25.07,25.0,0.0,25.03,0.0006,0.0,12.36,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,34,1789843971.2783868,7.0,25.07,25.0,0.0,25.03,0.0008,0.0,12.38,0.01,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,35,1789843972.2783868,5.8,25.04,25.0,0.0,25.02,0.0005,0.0,12.44,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,36,1789843973.2783868,3.7,25.03,25.0,0.0,25.02,0.0,0.0,12.43,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,37,1789843974.2783868,3.7,25.02,25.0,0.0,25.01,0.0,0.0,12.45,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,38,1789843975.2783868,3.9,25.02,25.0,0.0,25.02,0.0,0.0,12.48,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,39,1789843976.2783868,4.7,25.03,25.0,0.0,25.02,0.0,0.0,12.42,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,40,1789843977.2783868,6.1,25.04,25.0,0.0,25.02,0.0,0.0,12.35,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,41,1789843978.2783868,4.3,25.04,25.3,0.0,25.02,0.0,0.0,12.41,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,42,1789843979.2783868,2.8,25.05,25.0,0.0,25.03,0.0,0.0,12.41,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,43,1789843980.2783868,4.3,25.05,25.03,0.0,25.01,0.0003,0.0,12.39,0.02,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,44,1789843981.2783868,5.3,25.04,25.14,0.0,25.02,0.0005,0.0,12.38,0.03,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,45,1789843982.2783868,5.9,25.0,25.0,0.0,25.03,0.0006,0.0,12.33,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,46,1789843983.2783868,4.0,25.0,25.2,0.0,25.04,0.001,0.0,12.33,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,47,1789843984.2783868,5.2,25.0,25.09,0.0,25.04,0.0002,0.0,12.34,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,48,1789843985.2783868,2.9,25.01,25.0,0.0,25.04,0.0,0.0,12.25,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,49,1789843986.2783868,2.9,25.02,25.0,0.0,25.03,0.0,0.0,12.27,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,50,1789843987.2783868,1.1,25.02,25.0,0.0,25.04,0.0009,0.0,12.36,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,51,1789843988.2783868,0.0,25.03,25.0,0.0,25.06,0.0009,0.0,12.45,0.03,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,52,1789843989.2783868,0.0,25.04,25.0,0.0,25.06,0.0003,0.0,12.44,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,53,1789843990.2783868,0.0,25.05,25.0,0.0,25.05,0.0004,0.0,12.39,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,54,1789843991.2783868,0.0,25.09,25.0,0.0,25.05,0.0,0.0,12.45,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,55,1789843992.2783868,0.0,25.08,25.0,0.0,25.04,0.0007,0.0,12.47,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,56,1789843993.2783868,0.4,25.06,25.0,0.0,25.05,0.0007,0.0,12.44,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,57,1789843994.2783868,0.0,25.09,25.0,0.01,25.04,0.0001,0.0,12.49,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,58,1789843995.2783868,1.3,25.07,25.0,0.0,25.05,0.0004,0.0,12.44,0.0,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,59,1789843996.2783868,1.4,25.08,25.0,0.0,25.04,0.0001,0.0,12.45,0.01,0.0,0.0,25.0,healthy,0.0
fault_sensor_drift_2,60,1789843997.2783868,883.5,29.61,148.31,1.53,25.78,0.027,3.4,12.81,8.24,10.0,0.0,25.0,healthy,0.0
