mission_id,tick,timestamp,rpm,cht_celsius,egt_celsius,oil_pressure_bar,oil_temp_celsius,vibration,fuel_flow,battery_voltage_v,injection_timing_deg,throttle_position,altitude_m,ambient_temp_celsius,label_fault_type,label_severity
fault_cooling_degradation_2,0,1789843936.810658,0.6,25.02,25.0,0.0,25.0,0.0005,0.0,12.48,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,1,1789843937.810658,1.0,25.0,25.0,0.0,25.01,0.001,0.0,12.49,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,2,1789843938.810658,0.0,25.0,25.0,0.0,25.0,0.0001,0.01,12.48,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,3,1789843939.810658,1.0,25.0,25.0,0.0,25.02,0.0,0.0,12.44,0.04,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,4,1789843940.810658,0.0,25.0,25.0,0.0,25.01,0.0,0.0,12.51,0.05,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,5,1789843941.810658,1.1,25.0,25.0,0.0,25.01,0.0008,0.0,12.54,0.02,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,6,1789843942.810658,3.6,25.0,25.0,0.0,25.01,0.0004,0.0,12.49,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,7,1789843943.810658,2.9,25.0,25.28,0.0,25.02,0.0007,0.0,12.56,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,8,1789843944.810658,1.8,25.0,25.71,0.0,25.03,0.0012,0.0,12.55,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,9,1789843945.810658,1.6,25.0,25.58,0.0,25.02,0.0006,0.0,12.61,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,10,1789843946.810658,2.0,25.0,25.58,0.0,25.04,0.0006,0.0,12.51,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,11,1789843947.810658,1.8,25.0,25.82,0.0,25.03,0.0014,0.0,12.58,0.0,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,12,1789843948.810658,1.9,25.0,25.6,0.0,25.02,0.0002,0.0,12.64,0.01,0.0,0.0,25.0,healthy,0.0
fault_cooling_degradation_2,13,1789843949.810658,4.4,25.0,25.38,0.0,25.01,0.0,0.0,12.67,0.0,0.0,0.0,25.0,healthy,0.0
